,,,,,,UNIDAD DE EMPAQUE,,PESO POR UNIDAD,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14124403,PANEL ACUSTICO TIPO 2 BLACK OAK 8210C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 56.790,Unidad / Unit,2,3,"0,61",62,76,18,"24,41","2,49","0,709",https://drive.google.com/file/d/1toRMFFxqaBkBlS28Wp16pd4DGtUmHP_d/view?usp=drive_link,,,"Panel Acustico Tipo 2 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 62 x 76 cm, espesor de 18.0 mm."
14124404,PANEL ACUSTICO TIPO 2 WALNUT 8292C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 56.790,Unidad / Unit,2,3,"0,61",62,76,18,"24,41","2,49","0,709",https://drive.google.com/file/d/1Wxjb6jQ7uciMJsf8ZdcLVY7a6DsZ0Rfy/view?usp=drive_link,,,"Panel Acustico Tipo 2 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 62 x 76 cm, espesor de 18.0 mm."
14124501,PANEL ACUSTICO TIPO 3 WHITE OAK 3728N,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 99.590,Unidad / Unit,2,5,"1,02","56,6","125,9",21,"22,28","4,13","0,827",https://drive.google.com/file/d/1i23-FHa93Ma5tChmgmvnRddQpuqX0wSP/view?usp=drive_link,,,"Panel Acustico Tipo 3 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm."
14124502,PANEL ACUSTICO TIPO 3 YELLOW OAK 8438S,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 99.590,Unidad / Unit,2,5,"1,02","56,6","125,9",21,"22,28","4,13","0,827",https://drive.google.com/file/d/1uFy9T2x4YeTgff2C9iDrIo-iwRT-WXOK/view?usp=drive_link,,,"Panel Acustico Tipo 3 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm."
14124503,PANEL ACUSTICO TIPO 3 BLACK OAK 8210C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 99.590,Unidad / Unit,2,5,"1,02","56,6","125,9",21,"22,28","4,13","0,827",https://drive.google.com/file/d/1DUoI85Whw4yPjSW51XJ4r5CuV8c7xAfa/view?usp=drive_link,,,"Panel Acustico Tipo 3 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm."
14124504,PANEL ACUSTICO TIPO 3 WALNUT 8292C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 99.590,Unidad / Unit,2,5,"1,02","56,6","125,9",21,"22,28","4,13","0,827",https://drive.google.com/file/d/12TGBFMjor3880qSncCe1GkZD5XIYImtY/view?usp=drive_link,,,"Panel Acustico Tipo 3 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 125 cm, espesor de 21.0 mm."
14124601,PANEL ACUSTICO TIPO 4 WHITE OAK 3728N,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 239.999,Unidad / Unit,2,5,"1,02",56,270,21,"22,05","8,86","0,827",https://drive.google.com/file/d/16LhgEgyuVO2Wud9-D4LJAohgMXBXCGOY/view?usp=drive_link,,,"Panel Acustico Tipo 4 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm."
14124602,PANEL ACUSTICO TIPO 4 YELLOW OAK 8438S,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 239.999,Unidad / Unit,2,5,"1,02",56,270,21,"22,05","8,86","0,827",https://drive.google.com/file/d/1fpmn69GiUDpxviaj5Vlcg7GMoGnfaWkl/view?usp=drive_link,,,"Panel Acustico Tipo 4 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm."
14124603,PANEL ACUSTICO TIPO 4 BLACK OAK 8210C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 237.999,Unidad / Unit,2,5,"1,02",56,270,21,"22,05","8,86","0,827",https://drive.google.com/file/d/1V-hRfg3jlDxcjEJQvq380JvZko1SQMlV/view?usp=drive_link,,,"Panel Acustico Tipo 4 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm."
14124604,PANEL ACUSTICO TIPO 4 WALNUT 8292C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 237.999,Unidad / Unit,2,5,"1,02",56,270,21,"22,05","8,86","0,827",https://drive.google.com/file/d/1u5IZQKGP-oUZWCGeiDAUh8K5QC6xuFUA/view?usp=drive_link,,,"Panel Acustico Tipo 4 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 56 x 270 cm, espesor de 21.0 mm."
14124701,PANEL ACUSTICO TIPO 5 WHITE OAK 3728N,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 132.999,Unidad / Unit,2,2,"0,41",60,240,16,"23,62","7,87","0,630",https://drive.google.com/file/d/1ybkTYkAdGcAb4vKIfq_UjhPgQ6BuEAPO/view?usp=drive_link,,,"Panel Acustico Tipo 5 White Oak 3728N. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm."
14124702,PANEL ACUSTICO TIPO 5 YELLOW OAK 8438S,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 132.999,Unidad / Unit,2,2,"0,41",60,240,16,"23,62","7,87","0,630",https://drive.google.com/file/d/13aSXF9IzkKRt7vnSnCQVYG4CzNwmm4Xo/view?usp=drive_link,,,"Panel Acustico Tipo 5 Yellow Oak 8438S. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm."
14124703,PANEL ACUSTICO TIPO 5 BLACK OAK 8210C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 132.999,Unidad / Unit,2,2,"0,41",60,240,16,"23,62","7,87","0,630",https://drive.google.com/file/d/1sgDJ-TUAthsvBd6_8pXHMDeivmiC4wjN/view?usp=drive_link,,,"Panel Acustico Tipo 5 Black Oak 8210C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm."
14124704,PANEL ACUSTICO TIPO 5 WALNUT 8292C,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 132.999,Unidad / Unit,2,2,"0,41",60,240,16,"23,62","7,87","0,630",https://drive.google.com/file/d/1nEeBTGT7PED2X4uBf4KtV1Yyi8e8sH13/view?usp=drive_link,,,"Panel Acustico Tipo 5 Walnut 8292C. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 60 x 240 cm, espesor de 16.0 mm."
14124801,PANEL ACUSTICO TIPO 6 WHITE OAK + WALNUT,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 224.999,Unidad / Unit,2,5,"1,02",120,"116,1",21,"47,24","3,81","0,827",https://drive.google.com/file/d/19sGFHlmYnfqZ2NEEjF4V-gxe02-V4lkX/view?usp=drive_link,,,"Panel Acustico Tipo 6 White Oak + Walnut. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm."
14124802,PANEL ACUSTICO TIPO 6 YELLOW OAK + WALNUT,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 224.999,Unidad / Unit,2,5,"1,02",120,"116,1",21,"47,24","3,81","0,827",https://drive.google.com/file/d/1od6I7c9zBpaNC-AIfsWIaFciI6yP7Xdr/view?usp=drive_link,,,"Panel Acustico Tipo 6 Yellow Oak + Walnut. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm."
14124803,PANEL ACUSTICO TIPO 6 WHITE OAK + BLACK OAK,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 226.590,Unidad / Unit,2,5,"1,02",120,"116,1",21,"47,24","3,81","0,827",https://drive.google.com/file/d/1ftAVWsCacfE1_f4Hzkq3luDVkSb9KY_i/view?usp=drive_link,,,"Panel Acustico Tipo 6 White Oak + Black Oak. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm."
14124804,PANEL ACUSTICO TIPO 6 YELLOW OAK + BLACK OAK,PAREDES,PANELES ACUSTICOS,INTERIOR,$ 226.590,Unidad / Unit,2,5,"1,02",120,"116,1",21,"47,24","3,81","0,827",https://drive.google.com/file/d/1vebm9Oqmcpfp-4Dv3TAwA2nY3xmWc58a/view?usp=drive_link,,,"Panel Acustico Tipo 6 Yellow Oak + Black Oak. Producto de la categoría paredes, subcategoría acustico, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 120 x 116 cm, espesor de 21.0 mm."
14122201,PANEL WPC EXT ROBLE (01),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/13TXIK8qbB19Y2v8zZTtgLkMc-mHKFebx/view?usp=drive_link,,,"Panel Wpc Ext Roble (01). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122202,PANEL WPC EXT NOGAL (02),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/1mVlwLpmB7pXpfGZiAmH_z20jPxMJA9tN/view?usp=drive_link,,,"Panel Wpc Ext Nogal (02). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122203,PANEL WPC EXT MARRON (03),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/1D0XT925Xc8ztYAy6SrYBU9m4aE6PG8J6/view?usp=drive_link,,,"Panel Wpc Ext Marron (03). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122204,PANEL WPC EXT EBANO (04),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/1qB9u6FCOxztlt3QjIUUWbT1M-VcY0jg7/view?usp=drive_link,,,"Panel Wpc Ext Ebano (04). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122205,PANEL WPC EXT CEDRO (05),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/1ruPNa8fqyH9mR_6OnfClawzUF81PYr9g/view?usp=drive_link,,,"Panel Wpc Ext Cedro (05). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122206,PANEL WPC EXT WENGUE (06),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/1M3X-kaL2zamH6lOrze1oI8PlBY4Jc4Gj/view?usp=drive_link,,,"Panel Wpc Ext Wengue (06). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122207,PANEL WPC EXT GRAFITO (07),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/12D8h8LUxDxBFkXppGI4dFni9dzIfXLeU/view?usp=drive_link,,,"Panel Wpc Ext Grafito (07). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122208,PANEL WPC EXT AVELLANA MIX COE (08),PANELES WPC Y ANGULOS,PANELES WPC EXTERIOR,EXTERIOR,$ 85.999,Estiba / Pallet,125,"10,6","2,17","21,9",290,26,"8,62","9,51","1,024",https://drive.google.com/file/d/1Ti8goW5CzL6p0PDR3yExAUYNn5TVFvkN/view?usp=drive_link,,,"Panel Wpc Ext Avellana Mix Coe (08). Producto de la categoría paneles wpc y angulos, subcategoría wpc exterior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 21 x 290 cm, espesor de 26.0 mm."
14122001,PANEL WPC STONE GRIS (01),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/11ITStOYawexuWy_IvAwppLDe-1vybJZ7/view?usp=drive_link,,,"Panel Wpc Stone Gris (01). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122002,PANEL WPC CARRARA BLANCO (02),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1LXOjRjIv0nKKxYMmxM-NH5gj-3oHbhWC/view?usp=drive_link,,,"Panel Wpc Carrara Blanco (02). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122003,PANEL WPC POLAR BLANCO (03),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1sMBxgMMMdDbf3AnDdg2d65tC8Zs0_kv-/view?usp=drive_link,,,"Panel Wpc Polar Blanco (03). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122004,PANEL WPC WENGUE (04),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1HqUpiFty_y041qjTqVcGI4tgUbAexO9L/view?usp=drive_link,,,"Panel Wpc Wengue (04). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122005,PANEL WPC ROBLE CLARO (05),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/186hRfYf-bOyyY3xTNaoGAIYec5YvKmmx/view?usp=drive_link,,,"Panel Wpc Roble Claro (05). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122006,PANEL WPC TRAVERTINO (06),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1u-mBBhoGvULFBI2P_9yI96vixRhgCqKz/view?usp=drive_link,,,"Panel Wpc Travertino (06). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122007,PANEL WPC CHERRY (07),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1YjPtdHmB9T9S1g7Sj89r8NnEHiQrfw50/view?usp=drive_link,,,"Panel Wpc Cherry (07). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122008,PANEL WPC interior Golden Brillo (08),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1zIHUI3atThJqMX4kdJaby8-0GbsFLw9Q/view?usp=drive_link,,,"Panel Wpc Interior Golden Brillo (08). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122009,PANEL WPC interior anoloc Brillo (09),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1B3ExKOYko4swqrJhtr7RKTAfBKEtGRaw/view?usp=drive_link,,,"Panel Wpc Interior Anoloc Brillo (09). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122010,PANEL WPC MADERA TEKA (10),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1aGL4fvpBo5qbLCnIL9TS6rHwcMPz5Jsf/view?usp=drive_link,,,"Panel Wpc Madera Teka (10). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122011,PANEL WPC VIENA GRIS (11),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1gKGCxiD-wJy02qGJh7Xy6U33Sg-tzz_p/view?usp=drive_link,,,"Panel Wpc Viena Gris (11). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122012,PANEL WPC CEDRO (12),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1uzZCHl0orVPRCltM3wDrarGTSiKVZ8yS/view?usp=drive_link,,,"Panel Wpc Cedro (12). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
